# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Apr 27 14:20:48 2026
#
# User preference: *
#
# CONSTRAINT:  where (pl_orbperstr < 10
# CONSTRAINT:  and pl_radestr > 4
# CONSTRAINT:  and ttv_flag = 0
# CONSTRAINT:  and pl_trandepstr > 0.5
# CONSTRAINT:  and pl_trandurstr < 4
# CONSTRAINT:  and sy_vmagstr < 12.9)
#
# COLUMN pl_name:        Planet Name
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN default_flag:   Default Parameter Set
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_tranmid:     Transit Midpoint [days]
# COLUMN pl_tsystemref:  Time Reference Frame and Standard
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN pl_imppar:      Impact Parameter
# COLUMN pl_trandep:     Transit Depth [%]
# COLUMN pl_trandur:     Transit Duration [hours]
# COLUMN pl_ratdor:      Ratio of Semi-Major Axis to Stellar Radius
# COLUMN pl_ratror:      Ratio of Planet to Stellar Radius
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN sy_refname:     System Parameter Reference
# COLUMN glat:           Galactic Latitude [deg]
# COLUMN glon:           Galactic Longitude [deg]
# COLUMN elat:           Ecliptic Latitude [deg]
# COLUMN elon:           Ecliptic Longitude [deg]
# COLUMN sy_bmag:        B (Johnson) Magnitude
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_jmag:        J (2MASS) Magnitude
# COLUMN sy_hmag:        H (2MASS) Magnitude
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_umag:        u (Sloan) Magnitude
# COLUMN sy_gmag:        g (Sloan) Magnitude
# COLUMN sy_rmag:        r (Sloan) Magnitude
# COLUMN sy_imag:        i (Sloan) Magnitude
# COLUMN sy_zmag:        z (Sloan) Magnitude
# COLUMN sy_w1mag:       W1 (WISE) Magnitude
# COLUMN sy_w2mag:       W2 (WISE) Magnitude
# COLUMN sy_w3mag:       W3 (WISE) Magnitude
# COLUMN sy_w4mag:       W4 (WISE) Magnitude
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_icmag:       I (Cousins) Magnitude
# COLUMN sy_tmag:        TESS Magnitude
# COLUMN sy_kepmag:      Kepler Magnitude
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
pl_name,rastr,ra,decstr,dec,default_flag,pl_refname,pl_orbper,pl_rade,pl_radj,pl_orbeccen,pl_orbincl,pl_tranmid,pl_tsystemref,ttv_flag,pl_imppar,pl_trandep,pl_trandur,pl_ratdor,pl_ratror,st_refname,st_teff,st_rad,st_logg,sy_refname,glat,glon,elat,elon,sy_bmag,sy_vmag,sy_jmag,sy_hmag,sy_kmag,sy_umag,sy_gmag,sy_rmag,sy_imag,sy_zmag,sy_w1mag,sy_w2mag,sy_w3mag,sy_w4mag,sy_gaiamag,sy_icmag,sy_tmag,sy_kepmag,rowupdate,pl_pubdate,releasedate
KELT-14 b,07h13m12.34s,108.3014090,-42d24m35.14s,-42.4097623,0,<a refstr=RODRIGUEZ_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....151..138R/abstract target=ref>Rodriguez et al. 2016</a>,1.71005880000,17.03768000,1.52000000,0.000000,79.67000,2457091.02863200,BJD-TDB,0,0.831000,1.30600000,2.1336000,4.640000,0.11430000,<a refstr=RODRIGUEZ_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....151..138R/abstract target=ref>Rodriguez et al. 2016</a>,5802.00,1.368000,4.234000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,-14.19423,253.62974,-63.84631,121.73173,11.7780000,11.0010000,9.8080000,9.4870010,9.4240000,,,,,,9.3840000,9.4260000,9.3540000,8.7180000,10.8384000,,10.3887000,,2016-06-01,2016-06,2016-03-17
KELT-14 b,07h13m12.34s,108.3014090,-42d24m35.14s,-42.4097623,0,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,1.71001220000,17.21910000,1.53618785,,,2459987.84795800,BJD,0,,1.26800000,1.7900000,,,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,5720.00,1.510000,4.168160,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,-14.19423,253.62974,-63.84631,121.73173,11.7780000,11.0010000,9.8080000,9.4870010,9.4240000,,,,,,9.3840000,9.4260000,9.3540000,8.7180000,10.8384000,,10.3887000,,2023-04-10,2017-07,2023-04-10
WASP-123 b,19h17m55.01s,289.4792124,-32d51m36.45s,-32.8601244,0,<a refstr=TURNER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016PASP..128f4401T/abstract target=ref>Turner et al. 2016</a>,2.97764120000,14.77346200,1.31800000,0.000000,85.74000,2456845.17082000,BJD,0,0.530000,1.11000000,3.0936000,7.130000,,<a refstr=TURNER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016PASP..128f4401T/abstract target=ref>Turner et al. 2016</a>,5740.00,1.285000,4.286000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,-19.48704,5.19559,-10.53346,286.54965,11.4910000,11.0300000,9.7990000,9.4570000,9.3620010,,,,,,9.3060000,9.3540000,9.3320000,7.9830000,10.8999000,,10.4293000,,2016-06-01,2016-06,2016-06-03
WASP-123 b,19h17m55.01s,289.4792124,-32d51m36.45s,-32.8601244,0,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,2.97764460000,14.43390000,1.28770852,,,2460147.37876400,BJD,0,,1.30220000,2.9620000,,,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,5703.00,1.220000,4.258240,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,-19.48704,5.19559,-10.53346,286.54965,11.4910000,11.0300000,9.7990000,9.4570000,9.3620010,,,,,,9.3060000,9.3540000,9.3320000,7.9830000,10.8999000,,10.4293000,,2023-10-21,2017-07,2023-10-21
TOI-4463 A b,18h37m25.95s,279.3581286,+18d43m47.83s,18.7299522,0,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,2.88069000000,22.42970000,2.00104725,,,2459766.95583400,BJD,0,,1.03800000,1.7840000,,,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,5541.00,1.090000,4.360000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11.41390,48.27767,41.78284,281.91438,11.6460000,11.0360000,9.8020000,9.4540010,9.4020000,,,,,,9.3430000,9.3930000,9.3970000,8.7970000,10.9505000,,10.4673000,,2023-12-04,2017-07,2023-12-04
TOI-4463 A b,18h37m25.95s,279.3581286,+18d43m47.83s,18.7299522,1,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,2.88071980000,13.26022417,1.18300000,0.000000,83.82000,2459291.64004000,BJD-TDB,0,0.880000,1.31100000,1.8500000,8.170000,,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,5640.00,1.062000,4.410000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11.41390,48.27767,41.78284,281.91438,11.6460000,11.0360000,9.8020000,9.4540010,9.4020000,,,,,,9.3430000,9.3930000,9.3970000,8.7970000,10.9505000,,10.4673000,,2023-02-27,2023-03,2023-02-27
TOI-1173 b,13h10m43.94s,197.6830975,+70d46m04.84s,70.7680117,0,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,7.06439780000,9.39131000,0.83783800,,,2460341.78430500,BJD,0,,0.82680000,2.4240000,,,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,5429.60,0.960000,4.440000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,46.27411,120.63534,64.96901,137.87474,11.7270000,11.0380000,9.5640000,9.2280000,9.1340000,,,,,,9.0960000,9.1570000,9.1080000,9.1450010,10.8041000,,10.2938000,,2024-04-07,2017-07,2024-04-07
TOI-2154 b,04h44m06.76s,71.0281482,+84d21m51.35s,84.3642652,1,<a refstr=RODRIGUEZ_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp..609R/abstract target=ref>Rodriguez et al. 2023</a>,3.82408010000,16.28664896,1.45300000,0.117000,83.37000,2459148.60166000,BJD-TDB,0,0.863600,1.14300000,2.4650000,7.910000,0.10693000,<a refstr=RODRIGUEZ_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp..609R/abstract target=ref>Rodriguez et al. 2023</a>,6280.00,1.396000,4.239000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,24.05938,128.17449,61.17616,86.19916,11.6480000,11.0680000,10.1540000,9.8640000,9.8500000,,,,,,9.8080000,9.8360000,9.7710000,8.9570000,11.0359000,,10.6611000,,2023-03-15,2023-02,2023-03-15
TOI-2154 b,04h44m06.76s,71.0281482,+84d21m51.35s,84.3642652,0,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,3.82408264319,16.05470238,1.43230708,,,2459768.10276100,BJD,0,,1.00961099,2.5172521,,,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,6243.00,1.387190,4.240000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,24.05938,128.17449,61.17616,86.19916,11.6480000,11.0680000,10.1540000,9.8640000,9.8500000,,,,,,9.8080000,9.8360000,9.7710000,8.9570000,11.0359000,,10.6611000,,2023-06-27,2017-07,2023-06-27
TOI-905 b,15h10m38.08s,227.6586754,-71d21m41.87s,-71.3616316,0,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,3.73957156087,13.93173527,1.24290831,,,2458628.34968900,BJD,0,,1.52569023,2.0436597,,,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,5565.00,1.000180,4.462770,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,-11.44948,313.65698,-50.84122,250.06514,12.0880000,11.0800000,9.8900000,9.5100000,9.4480000,,,,,,9.3720000,9.4330000,9.2910000,9.1510000,11.0813000,,10.5721000,,2024-02-16,2017-07,2024-02-16
TOI-905 b,15h10m38.08s,227.6586754,-71d21m41.87s,-71.3616316,1,<a refstr=DAVIS_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..229D/abstract target=ref>Davis et al. 2020</a>,3.73949400000,13.12573900,1.17100000,0.024000,85.68000,2458643.30898000,BJD,0,0.816000,1.71800000,2.0280000,,,<a refstr=DAVIS_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..229D/abstract target=ref>Davis et al. 2020</a>,5570.00,0.918000,4.498000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,-11.44948,313.65698,-50.84122,250.06514,12.0880000,11.0800000,9.8900000,9.5100000,9.4480000,,,,,,9.3720000,9.4330000,9.2910000,9.1510000,11.0813000,,10.5721000,,2021-02-08,2020-11,2021-02-11
TOI-564 b,08h41m10.84s,130.2951535,-16d02m10.78s,-16.0363275,1,<a refstr=DAVIS_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..229D/abstract target=ref>Davis et al. 2020</a>,1.65114400000,11.43318000,1.02000000,0.072000,78.38000,2458549.57554000,BJD,0,0.994000,0.92000000,1.0272000,,,<a refstr=DAVIS_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..229D/abstract target=ref>Davis et al. 2020</a>,5640.00,1.088000,4.364000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15.55381,240.62906,-33.02733,137.84302,11.7890000,11.0970000,10.0440000,9.7100000,9.6040000,,,,,,9.5620000,9.5980000,9.5870000,8.2310000,11.1424000,,10.6701000,,2021-02-08,2020-11,2021-02-11
BD-14 3065 b,10h14m40.72s,153.6696689,-15d38m34.21s,-15.6428372,1,<a refstr=_SCARON_UBJAK_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240312311S/abstract target=ref>&Scaron;ubjak et al. 2024</a>,4.28897310000,21.59000000,1.92600000,0.066000,80.78000,2459313.48578000,BJD,0,0.909900,0.64900000,3.0860000,6.010000,0.08430000,<a refstr=_SCARON_UBJAK_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240312311S/abstract target=ref>&Scaron;ubjak et al. 2024</a>,6935.00,2.350000,3.850000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,32.77156,256.57364,-24.66343,161.74476,11.4840000,11.1000000,10.1430000,9.9750000,9.9320000,,,,,,9.8420000,9.8660000,9.8520000,9.0620000,10.9100000,,10.6311000,,2024-06-25,2024-03,2024-06-25
BD-14 3065 b,10h14m40.72s,153.6696689,-15d38m34.21s,-15.6428372,0,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,4.28896960000,20.71120000,1.84773268,,,2459274.88491800,BJD,0,,0.58500000,2.5170000,,,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,6736.90,2.610000,3.760000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,32.77156,256.57364,-24.66343,161.74476,11.4840000,11.1000000,10.1430000,9.9750000,9.9320000,,,,,,9.8420000,9.8660000,9.8520000,9.0620000,10.9100000,,10.6311000,,2024-08-30,2017-07,2024-08-30
WASP-140 b,04h01m32.53s,60.3855387,-20d27m03.60s,-20.4509991,0,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,2.23598645524,13.43674430,1.19874810,,,2459146.10049500,BJD,0,,1.90580137,1.5254332,,,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,5260.00,0.844379,4.513630,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,-46.25415,214.79407,-40.13518,52.72239,11.8620000,11.1180000,9.6090000,9.2400000,9.1650000,,,,,,9.1010000,9.1500000,9.0900000,8.4810000,10.8202000,,10.3074000,,2022-08-09,2017-07,2022-08-09
WASP-140 b,04h01m32.53s,60.3855387,-20d27m03.60s,-20.4509991,0,<a refstr=HELLIER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.465.3693H/abstract target=ref>Hellier et al. 2017</a>,2.23598350000,16.14096000,1.44000000,0.047000,83.30000,2456912.35105000,HJD,0,0.930000,2.05000000,1.5144000,,,<a refstr=HELLIER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.465.3693H/abstract target=ref>Hellier et al. 2017</a>,5260.00,0.870000,4.510000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,-46.25415,214.79407,-40.13518,52.72239,11.8620000,11.1180000,9.6090000,9.2400000,9.1650000,,,,,,9.1010000,9.1500000,9.0900000,8.4810000,10.8202000,,10.3074000,,2016-11-30,2017-03,2016-12-01
WASP-173 A b,23h36m40.49s,354.1686959,-34d36m40.70s,-34.6113042,0,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,1.38665190413,12.98116186,1.15810369,,,2458355.19591900,BJD,0,,1.42464666,2.3006751,,,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,6286.00,1.076610,4.438000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,-72.33626,3.29979,-29.20093,339.70916,12.5610000,11.1500000,10.3740000,10.0840000,10.0020000,,,,,,9.9600000,9.9800000,9.9930000,8.4560000,11.3975000,,10.9571000,,2022-08-08,2017-07,2022-08-08
WASP-173 A b,23h36m40.49s,354.1686959,-34d36m40.70s,-34.6113042,0,<a refstr=LABADIE_BARTZ_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..240...13L/abstract target=ref>Labadie-Bartz et al. 2019</a>,1.38665290000,14.40356500,1.28500000,0.000000,86.50000,2458105.59824000,BJD-TDB,0,0.300000,1.44800000,2.3544000,4.910000,0.12030000,<a refstr=LABADIE_BARTZ_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..240...13L/abstract target=ref>Labadie-Bartz et al. 2019</a>,5767.00,1.099000,4.393000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,-72.33626,3.29979,-29.20093,339.70916,12.5610000,11.1500000,10.3740000,10.0840000,10.0020000,,,,,,9.9600000,9.9800000,9.9930000,8.4560000,11.3975000,,10.9571000,,2019-03-01,2019-01,2019-03-05
WASP-173 A b,23h36m40.49s,354.1686959,-34d36m40.70s,-34.6113042,1,<a refstr=HELLIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.482.1379H/abstract target=ref>Hellier et al. 2019</a>,1.38665318000,13.45080000,1.20000000,0.000000,85.20000,2457288.85850000,HJD-UTC,0,0.400000,1.23000000,2.2968000,4.780000,,<a refstr=HELLIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.482.1379H/abstract target=ref>Hellier et al. 2019</a>,5800.00,1.110000,4.370000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,-72.33626,3.29979,-29.20093,339.70916,12.5610000,11.1500000,10.3740000,10.0840000,10.0020000,,,,,,9.9600000,9.9800000,9.9930000,8.4560000,11.3975000,,10.9571000,,2018-10-24,2019-01,2018-10-26
TOI-858 B b,04h00m47.96s,60.1998256,-54d35m34.50s,-54.5929177,0,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,3.27972061219,14.06064510,1.25440890,,,2459088.31210800,BJD,0,,1.11484202,3.5795839,,,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,5857.00,1.297470,4.240000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,-46.14320,264.98368,-71.40362,25.45218,,11.1830000,10.0570000,9.7900000,9.7220000,,,,,,9.5650000,9.5780000,9.5710000,8.9770000,11.0695000,,10.6444000,,2025-06-11,2017-07,2025-06-11
TOI-858 B b,04h00m47.96s,60.1998256,-54d35m34.50s,-54.5929177,1,<a refstr=HAGELBERG_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...679A..70H/abstract target=ref>Hagelberg et al. 2023</a>,3.27971780000,14.06727078,1.25500000,0.150000,86.80000,2458386.45235000,BJD-TDB,0,0.419000,0.97400000,3.6024000,,,<a refstr=HAGELBERG_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...679A..70H/abstract target=ref>Hagelberg et al. 2023</a>,5842.00,1.308000,4.238000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,-46.14320,264.98368,-71.40362,25.45218,,11.1830000,10.0570000,9.7900000,9.7220000,,,,,,9.5650000,9.5780000,9.5710000,8.9770000,11.0695000,,10.6444000,,2025-04-07,2023-11,2025-04-07
TOI-181 b,23h28m41.41s,352.1725409,-34d29m29.08s,-34.4914099,0,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,4.53205017292,7.43984344,0.66373952,,,2458358.11826300,BJD,0,,0.78090577,2.4927338,,,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,4983.00,0.805573,4.614450,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,-70.81433,5.30510,-28.35310,338.09627,12.2350000,11.1910000,9.6270000,9.1400000,9.0470000,,,,,,8.9600000,9.0390000,8.9350000,8.4870010,11.0857000,,10.4654000,,2026-01-29,2017-07,2022-08-08
TOI-181 b,23h28m41.41s,352.1725409,-34d29m29.08s,-34.4914099,1,<a refstr=MISTRY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp..527M/abstract target=ref>Mistry et al. 2023</a>,4.53200000000,6.95590000,0.63390000,0.154300,88.28000,2458358.12000000,BJD,0,0.534800,0.73000000,1.9900000,15.564100,0.08540000,<a refstr=MISTRY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp..527M/abstract target=ref>Mistry et al. 2023</a>,4994.00,0.745000,4.608000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,-70.81433,5.30510,-28.35310,338.09627,12.2350000,11.1910000,9.6270000,9.1400000,9.0470000,,,,,,8.9600000,9.0390000,8.9350000,8.4870010,11.0857000,,10.4654000,,2023-03-15,2023-05,2023-03-15
TOI-1855 b,13h41m24.95s,205.3539534,+17d41m12.74s,17.6868719,1,<a refstr=SCHULTE_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168...32S/abstract target=ref>Schulte et al. 2024</a>,1.36414864000,18.49481816,1.65000000,0.033000,78.10000,2459243.19743000,BJD-TDB,0,1.024000,0.70700000,1.1940000,4.950000,0.16200000,<a refstr=SCHULTE_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168...32S/abstract target=ref>Schulte et al. 2024</a>,5359.00,1.041000,4.397000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,75.09922,356.21167,26.16930,196.39965,12.0940000,11.1970000,9.9790000,9.6200000,9.5230000,,,,,,9.3540000,9.4040000,9.3760000,8.5320000,11.1611000,,10.6503000,,2024-07-23,2024-07,2024-07-23
TOI-1855 b,13h41m24.95s,205.3539534,+17d41m12.74s,17.6868719,0,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,1.36414820000,19.58760000,1.74749163,,,2459690.63784200,BJD,0,,0.78200000,0.9520000,,,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,5347.00,1.080000,4.330000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,75.09922,356.21167,26.16930,196.39965,12.0940000,11.1970000,9.9790000,9.6200000,9.5230000,,,,,,9.3540000,9.4040000,9.3760000,8.5320000,11.1611000,,10.6503000,,2025-04-21,2017-07,2025-04-21
TOI-6130 b,22h36m49.22s,339.2050832,+16d49m37.90s,16.8271941,0,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,2.39271140000,14.54390000,1.29752208,,,2459849.63983400,BJD,0,,1.34050000,1.8060000,,,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,5967.00,1.170000,4.340000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,-35.24688,82.42579,23.62644,347.60288,11.7640000,11.2100000,9.9660000,9.7110000,9.6550000,14.4732000,11.3742000,13.7368000,13.2175000,13.0456000,9.6270000,9.6630000,9.6530000,7.9200000,10.9775000,,10.5581000,,2025-05-05,2017-07,2025-05-05
WASP-108 b,13h03m18.76s,195.8281644,-49d38m23.18s,-49.6397727,0,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,2.67555212374,16.33551942,1.45735994,,,2458597.03866600,BJD,0,,1.43409909,3.2277336,,,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,6783.00,1.344150,4.242710,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13.18645,304.90599,-38.96533,216.74109,11.8530000,11.2110000,10.1200000,9.8890000,9.7950000,,,,,,9.7640000,9.8030010,9.6810000,9.3990000,11.1081000,,10.7036000,,2024-09-16,2017-07,2024-09-16
